frame_no,letter,magnitude,letter_yaw_component,letter_pitch_component,letter_roll_component,level,size,first_frame,last_frame,face_no,speaking,conf_part,fps
30,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
31,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
32,u,0.3991,0.3931,-0.0661,-0.0199,7,8.063,24,40,1,0,1,25
33,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
34,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
35,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
36,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
37,u,0.2241,0.2233,0.0101,-0.0154,4,4.032,33,41,1,0,1,25
38,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
39,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
40,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
41,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
42,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
43,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
44,x,0.36,-0.3578,-0.0384,0.0092,4,4.032,40,48,1,0,1,25
45,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
46,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
47,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
48,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
49,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
50,u,0.2014,0.1948,0.0069,0.0507,4,4.032,46,54,1,0,1,25
51,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
52,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
53,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
54,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
55,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
56,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
57,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
58,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
59,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
60,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
61,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
62,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
63,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
64,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
65,x,0.6284,-0.6246,-0.0613,-0.0315,10,16.127,49,81,1,0,1,25
66,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
67,x,0.9739,-0.9712,-0.066,-0.03,13,32.254,35,99,1,0,1,25
68,-,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
69,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
70,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
71,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
72,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
73,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
74,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
75,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
76,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
77,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
78,-,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
79,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
80,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
81,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
82,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
83,u,0.2159,0.213,0.0346,-0.0076,7,8.063,75,91,1,0,1,25
84,-,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
85,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
86,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
87,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
88,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
89,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
90,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
91,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
92,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
93,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
94,-,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
95,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
96,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
97,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
98,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
99,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
100,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
101,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
102,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
103,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
104,-,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
105,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
106,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
107,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
108,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
109,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
110,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
111,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
112,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
113,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
114,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
115,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
116,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
117,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
118,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
119,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
120,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
121,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
122,r,0.2032,-0.0395,-0.1904,0.0591,13,32.254,90,154,1,0,1,25
123,-,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
124,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
125,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
126,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
127,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
128,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
129,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
130,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
131,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
132,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
133,-,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
134,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
135,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
136,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
137,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
138,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
139,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
140,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
141,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
142,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
143,-,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
144,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
145,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
146,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
147,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
148,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
149,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
150,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
151,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
152,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
153,-,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
154,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
155,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
156,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
157,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
158,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
159,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
160,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
161,i,0.2097,0.032,0.2021,-0.0461,10,16.127,145,177,1,0,1,25
162,-,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
163,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
164,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
165,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
166,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
167,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
168,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
169,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
170,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
171,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
172,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
173,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
174,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
175,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
176,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
177,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
178,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
179,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
180,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
181,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
182,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
183,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
184,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
185,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
186,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
187,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
188,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
189,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
190,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
191,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
192,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
193,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
194,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
195,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
196,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
197,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
198,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
199,l,0.7728,0.6242,-0.4431,0.106,16,64.508,134,264,1,0,1,25
200,-,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
201,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
202,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
203,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
204,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
205,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
206,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
207,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
208,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
209,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
210,-,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
211,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
212,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
213,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
214,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
215,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
216,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
217,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
218,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
219,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
220,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
221,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
222,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
223,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
224,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
225,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
226,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
227,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
228,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
229,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
230,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
231,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
232,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
233,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
234,r,0.6913,0.1299,-0.6528,0.1867,13,32.254,202,266,1,0,1,25
235,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
236,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
237,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
238,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
239,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
240,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
241,r,0.2297,-0.0138,-0.2268,0.0335,7,8.063,233,249,1,0,1,25
242,-,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
243,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
244,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
245,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
246,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
247,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
248,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
249,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
250,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
251,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
252,-,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
253,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
254,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
255,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
256,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
257,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
258,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
259,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
260,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
261,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
262,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
263,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
264,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
265,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
266,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
267,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
268,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
269,i,0.3881,-0.0518,0.384,-0.0222,10,16.127,253,285,1,0,1,25
270,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
271,i,0.1753,-0.0009,0.1739,-0.0219,7,8.063,263,279,1,0,1,25
272,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
273,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
274,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
275,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
276,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
277,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
278,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
279,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
280,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
281,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
282,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
283,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
284,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
285,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
286,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
287,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
288,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
289,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
290,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
291,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
292,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
293,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
294,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
295,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
296,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
297,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
298,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
299,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
300,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
301,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
302,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
303,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
304,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
305,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
306,f,2.1438,-0.8676,1.9177,-0.4071,16,64.508,241,371,1,0,1,25
307,-,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
308,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
309,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
310,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
311,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
312,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
313,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
314,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
315,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
316,j,0.346,0.2564,-0.1802,0.1466,4,4.032,312,320,1,0,1,25
317,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
318,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
319,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
320,p,0.4999,-0.0842,-0.2987,0.3919,1,2.016,318,322,1,0,1,25
321,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
322,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
323,z,1.3426,-0.2694,-0.0033,-1.3153,1,2.016,321,325,1,0,1,25
324,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
325,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
326,y,0.8768,0.1111,0.2383,0.8364,1,2.016,324,328,1,0,1,25
327,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
328,g,1.3958,0.1946,1.2738,0.5365,7,8.063,320,336,1,0,1,25
329,a,1.1606,0.8925,0.3948,0.6281,4,4.032,325,333,1,0,1,25
330,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
331,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
332,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
333,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
334,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
335,x,0.4996,-0.474,-0.1376,0.0776,1,2.016,333,337,1,0,1,25
336,x,1.2198,-1.2055,0.159,-0.0974,4,4.032,332,340,1,0,1,25
337,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
338,e,0.4847,-0.2983,0.33,-0.1924,1,2.016,336,340,1,0,1,25
339,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
340,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
341,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
342,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
343,j,1.4578,0.5428,-1.157,0.7014,4,4.032,339,347,1,0,1,25
344,s,2.3328,1.0428,-0.5694,2.0076,10,16.127,328,360,1,0,1,25
345,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
346,u,0.8985,0.8778,-0.1162,0.1526,4,4.032,342,350,1,0,1,25
347,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
348,u,1.7566,1.6844,-0.1366,0.4793,7,8.063,340,356,1,0,1,25
349,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
350,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
351,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
352,s,2.8759,2.4578,0.3836,1.4433,10,16.127,336,368,1,0,1,25
353,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
354,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
355,a,1.5887,0.6979,1.1611,0.8299,7,8.063,347,363,1,0,1,25
356,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
357,d,1.0075,-0.3029,0.4714,0.8373,4,4.032,353,361,1,0,1,25
358,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
359,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
360,d,0.6126,-0.3932,0.4259,0.1982,1,2.016,358,362,1,0,1,25
361,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
362,u,1.7839,1.7087,-0.0155,-0.5124,1,2.016,360,364,1,0,1,25
363,k,1.506,0.9452,-0.5477,-1.0366,4,4.032,359,367,1,0,1,25
364,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
365,x,1.4643,-0.9397,-0.8567,-0.7261,1,2.016,363,367,1,0,1,25
366,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
367,,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0,1,25
